ingredient_id,name,normalized_name,recipe_ids,recipe_count
1046,사골국물,사골국물,"[7017388, 7020003, 7030934]",3
1047,사골액기스,사골액기스,[7019461],1
1048,사골 육수,사골육수,"[7017198, 7017351, 7017651, 7017877, 7018518, 7020104, 7020217, 7023713, 7025256, 7025392, 7025627, 7026284, 7028383, 7030618, 7031345, 7036348]",16
1049,사골코인 육수,사골코인육수,"[7024580, 7028974]",2
1050,사과,사과,"[7016998, 7017467, 7017664, 7017670, 7017675, 7017770, 7018242, 7018446, 7018577, 7018767, 7018851, 7019076, 7019153, 7019179, 7019214, 7019353, 7019357, 7019433, 7019840, 7020102, 7020312, 7020461, 7020491, 7021231, 7021346, 7021408, 7021479, 7021874, 7022350, 7022381, 7022995, 7023398, 7023755, 7023868, 7024145, 7024855, 7025168, 7025636, 7026332, 7026555, 7026650, 7028292, 7029209, 7029445, 7029898, 7030188, 7034821, 7034901, 7035686, 7037475, 7037881, 7038383, 7038839]",53
1051,사과식초,사과식초,"[7019923, 7021408, 7024119, 7025686, 7026776, 7028673, 7028773, 7028822]",8
1052,사과양배추 샐러드,사과양배추샐러드,[7021901],1
1053,사과잼,사과잼,"[7017553, 7018027]",2
1054,사과주스,사과주스,[7028486],1
1055,사과즙,사과즙,[7022039],1
1056,사과청,사과청,[7035476],1
1057,사누끼 우동,사누끼우동,[7018179],1
1058,사누끼 우동면,사누끼우동면,[7027674],1
1059,사누끼 우동사리,사누끼우동사리,[7018574],1
1060,사리곰탕면,사리곰탕면,[7031343],1
1061,사리 면,사리면,[7025671],1
1062,사워도우 버거번,사워도우버거번,[7017484],1
1063,사이다,사이다,"[7021375, 7022125, 7022858, 7026642, 7027754, 7028513, 7028808, 7029162, 7033840, 7034945, 7037693]",11
1064,사탕수수설탕,사탕수수설탕,[7028629],1
1065,사탕수수원당,사탕수수원당,[7020262],1
1066,사태,사태,"[7017778, 7019461]",2
1067,삭힌고추,삭힌고추,[7021433],1
1068,삭힌 고추장아찌,삭힌고추장아찌,[7023171],1
1069,삭힌홍어,삭힌홍어,[7018301],1
1070,산초가루,산초가루,[7024423],1
1071,산토니 위스키,산토니위스키,[7017993],1
1072,삶은 가지,삶은가지,[7020470],1
1073,삶은 감자,삶은감자,"[7029072, 7032411]",2
1074,삶은계란,삶은계란,"[7017897, 7018072, 7019207, 7019409, 7020284, 7020503, 7020804, 7020973, 7021231, 7021797, 7021889, 7022210, 7024423, 7024734, 7025286, 7025753, 7028276, 7028386, 7028897, 7030153, 7030652, 7030757, 7035826]",23
1075,삶은 고구마,삶은고구마,"[7016998, 7038439]",2
1076,삶은 고구마줄기,삶은고구마줄기,[7020689],1
1077,삶은고사리,삶은고사리,"[7020180, 7030618, 7030934, 7031404]",4
1078,삶은 곤드레,삶은곤드레,[7025495],1
1079,삶은 곤드레나물,삶은곤드레나물,"[7020489, 7020496]",2
1080,삶은깐 양,삶은깐양,[7023457],1
1081,삶은 달걀,삶은달걀,"[7019076, 7027875, 7029399, 7029631, 7030707]",5
1082,삶은 닭가슴살,삶은닭가슴살,[7020481],1
1083,삶은 돼지고기 머리,삶은돼지고기머리,[7035858],1
1084,삶은 머위대,삶은머위대,[7026129],1
1085,삶은 메추리알,삶은메추리알,"[7017845, 7025419]",2
1086,삶은 무청,삶은무청,[7038993],1
1087,삶은 무청시래기,삶은무청시래기,"[7018589, 7020738, 7022173, 7022627]",4
1088,삶은 물,삶은물,[7029908],1
1089,삶은 병아리콩,삶은병아리콩,"[7021267, 7031605]",2
1090,삶은브로콜리,삶은브로콜리,[7022463],1
1091,삶은소면,삶은소면,[7035858],1
1092,삶은 시래기,삶은시래기,"[7019997, 7020452, 7020593, 7021678, 7029089, 7029292, 7035436]",7
1093,삶은 우거지,삶은우거지,"[7017034, 7018039]",2
1094,삶은죽순,삶은죽순,"[7025007, 7027225]",2
1095,삶은 취나물,삶은취나물,"[7020041, 7020475, 7025494]",3
1096,삶은 토란대,삶은토란대,"[7020180, 7020348]",2
1097,삶은파프리카,삶은파프리카,[7022463],1
1098,삶은 팥,삶은팥,"[7019288, 7020561, 7022461]",3
1099,삼겹살,삼겹살,"[7016895, 7017228, 7017336, 7017351, 7017706, 7017878, 7017890, 7018298, 7018810, 7019052, 7019558, 7019753, 7020107, 7020217, 7020447, 7021080, 7021194, 7021268, 7022168, 7022817, 7023389, 7026663, 7029234, 7029844, 7029937, 7030072, 7030310, 7031756, 7031885, 7033617, 7034257, 7035497, 7037872]",33
1100,삼겹살 원판,삼겹살원판,[7029022],1
1101,삼계탕 국물,삼계탕국물,[7021269],1
1102,삼계탕약재,삼계탕약재,[7028786],1
1103,삼계탕용 한방팩,삼계탕용한방팩,[7031282],1
1104,삼계탕용 한약재 티백,삼계탕용한약재티백,[7020912],1
1105,삼계탕재료,삼계탕재료,[7031728],1
1106,삼계탕재료 티백,삼계탕재료티백,[7023609],1
1107,삼계 한방재료,삼계한방재료,[7030489],1
1108,삼립호떡,삼립호떡,[7034006],1
1109,삼색나물,삼색나물,[7021940],1
1110,삼색 미니파프리카,삼색미니파프리카,[7022125],1
1111,삼성당,삼성당,[7022769],1
1112,삼양라면,삼양라면,[7018859],1
1113,삼치,삼치,"[7019306, 7020317, 7036309]",3
1114,상추,상추,"[7016948, 7018042, 7018515, 7019053, 7020509, 7021490, 7021898, 7021901, 7022151, 7022210, 7022981, 7025998, 7026148, 7026187, 7026642, 7026653, 7027282, 7027996, 7028276, 7028286, 7028627, 7029399, 7029984, 7031061, 7034945, 7035738]",26
1115,상추 작은잎,상추작은잎,[7029204],1
1116,새송이,새송이,[7018252],1
1117,새송이버섯,새송이버섯,"[7017273, 7017292, 7017757, 7017855, 7018033, 7018283, 7018661, 7018952, 7018993, 7019217, 7019371, 7019586, 7019604, 7019625, 7019851, 7020544, 7020674, 7020741, 7020874, 7021058, 7021173, 7021350, 7021436, 7021512, 7021539, 7021867, 7022072, 7022487, 7022521, 7022592, 7022935, 7023258, 7023264, 7023391, 7023509, 7023572, 7023925, 7024508, 7024733, 7028392, 7029648, 7030053, 7031515, 7031920, 7032568, 7032843, 7033319, 7033650, 7034484, 7036298, 7039557]",51
1118,새싹채소,새싹채소,"[7019483, 7024475]",2
1119,새우,새우,"[7016952, 7016973, 7017039, 7017617, 7017697, 7017714, 7017763, 7018022, 7018382, 7018452, 7018595, 7018983, 7018993, 7019812, 7019944, 7020057, 7020135, 7020632, 7020655, 7020874, 7020913, 7021936, 7022129, 7022542, 7022875, 7023404, 7023918, 7024109, 7024270, 7024684, 7025189, 7025218, 7026099, 7027279, 7028221, 7028621, 7029081, 7029085, 7029804, 7029966, 7030210, 7031359, 7031400, 7032906, 7033247, 7033638, 7035279, 7036575, 7038158, 7040500]",50
1120,새우가루,새우가루,[7023477],1
1121,새우버터구이,새우버터구이,[7024269],1
1122,새우살,새우살,"[7018741, 7020445, 7022454]",3
1123,새우젓,새우젓,"[7017174, 7017291, 7017410, 7017646, 7017708, 7017821, 7017972, 7018039, 7018055, 7018719, 7018950, 7018979, 7019030, 7019179, 7019408, 7019969, 7020039, 7020071, 7020104, 7020288, 7020342, 7020666, 7020692, 7020896, 7020984, 7021275, 7021879, 7021927, 7022220, 7022667, 7023779, 7023981, 7024127, 7024542, 7024547, 7024722, 7024939, 7025134, 7025431, 7025616, 7025636, 7025762, 7025988, 7026187, 7026332, 7026555, 7026854, 7027089, 7027134, 7027518, 7027669, 7027874, 7028099, 7028140, 7028464, 7028808, 7029077, 7029149, 7029162, 7029195, 7029300, 7031119, 7031227, 7031345, 7031860, 7031884, 7032189, 7034220, 7035433, 7036313, 7036849, 7037055, 7037475, 7038383, 7038700, 7038843, 7038916, 7038993]",78
1124,새우젓 건더기,새우젓건더기,[7017794],1
1125,새우젓 건더기만,새우젓건더기만,[7033840],1
1126,새우젓국물,새우젓국물,[7031646],1
1127,새우튀김,새우튀김,[7031471],1
1128,새조개,새조개,[7020568],1
1129,샌드위치용 빵,샌드위치용빵,[7017366],1
1130,샌드위치용햄,샌드위치용햄,[7035645],1
1131,샌드위치햄,샌드위치햄,"[7017788, 7019834, 7021327, 7022442, 7026239, 7027875, 7028292, 7029923]",8
1132,샐러드,샐러드,[7027642],1
1133,샐러드야채,샐러드야채,[7029517],1
1134,샐러드 채소,샐러드채소,"[7029620, 7030757]",2
1135,샐러리,샐러리,"[7016998, 7020210, 7021288, 7021530, 7022381, 7024033, 7026894, 7027304]",8
1136,생강,생강,"[7017034, 7017110, 7017747, 7017911, 7017915, 7018039, 7018395, 7018456, 7018593, 7018762, 7018851, 7019196, 7019495, 7019719, 7020237, 7020351, 7020556, 7021194, 7021478, 7021479, 7022220, 7023754, 7023981, 7024115, 7024494, 7024922, 7025134, 7025401, 7025838, 7026182, 7026187, 7026662, 7027332, 7027847, 7027874, 7028480, 7028743, 7028764, 7029022, 7029686, 7029844, 7029904, 7030404, 7030482, 7030671, 7031359, 7033247, 7034333, 7034484, 7035123, 7035385, 7035476, 7036700, 7036998, 7038050, 7038383, 7038839, 7038843, 7038864, 7038916, 7038993, 7039957]",62
1137,생강가루,생강가루,"[7016817, 7016873, 7017002, 7017023, 7017180, 7017192, 7017341, 7017437, 7017709, 7017757, 7018130, 7018286, 7018747, 7018748, 7018950, 7019153, 7019193, 7019212, 7019284, 7019306, 7019522, 7019733, 7019753, 7019813, 7020080, 7020198, 7020528, 7020673, 7020713, 7020741, 7021079, 7021875, 7022014, 7022686, 7022935, 7023389, 7023493, 7024547, 7024696, 7024697, 7025044, 7025626, 7025636, 7026354, 7026595, 7026919, 7027048, 7027088, 7027089, 7027134, 7027868, 7028073, 7028326, 7028339, 7029234, 7029565, 7029706, 7029898, 7030659, 7031227, 7033358, 7033840, 7034057, 7034257, 7035093, 7035581, 7038509]",67
1138,생강 간 것,생강간것,[7037261],1
1139,생강 수북히,생강수북히,[7034821],1
1140,생강술,생강술,"[7017918, 7018589, 7018672, 7018820, 7018865, 7018870, 7018972, 7019306, 7019505, 7019699, 7019733, 7019828, 7020229, 7020424, 7020521, 7020936, 7021433, 7022515, 7023078, 7024094, 7024378, 7025419, 7026000, 7026912, 7029077, 7031147, 7031255]",27
1141,생강 저민것,생강저민것,[7018928],1
1142,생강즙,생강즙,"[7016972, 7017798, 7018944, 7019892, 7020606, 7020748, 7028397, 7030390, 7032645]",9
1143,생강 착즙,생강착즙,[7037615],1
1144,생강청,생강청,"[7017034, 7018012, 7018184, 7018844, 7019357, 7019467, 7019625, 7019892, 7019955, 7020015, 7020167, 7020389, 7020427, 7021184, 7021416, 7022437, 7023166, 7023508, 7025551, 7026518, 7026609, 7029131, 7029202, 7029315, 7031897, 7031943, 7035417, 7036298, 7038700]",29
1145,생굴,생굴,"[7018070, 7018078, 7021070, 7038509]",4
1146,생 닭,생닭,"[7026137, 7030404]",2
1147,생 닭가슴살,생닭가슴살,[7032984],1
1148,생 닭발,생닭발,[7022695],1
1149,생들기름,생들기름,[7024236],1
1150,생딸기,생딸기,[7018314],1
1151,생땅콩,생땅콩,[7021141],1
1152,생마늘,생마늘,[7020665],1
1153,생막걸리,생막걸리,[7017859],1
1154,생메밀면,생메밀면,[7029425],1
1155,생모짜렐라치즈,생모짜렐라치즈,"[7021088, 7024723]",2
1156,생물 꽃게,생물꽃게,[7034394],1
1157,생물 오징어,생물오징어,[7027470],1
1158,생바질,생바질,"[7023004, 7039262]",2
1159,생새우,생새우,"[7019931, 7022125, 7023187, 7026797, 7037475, 7038383, 7038916]",7
1160,생선,생선,[7037752],1
1161,생선회,생선회,[7016862],1
1162,생수,생수,"[7017225, 7017288, 7019495, 7019979, 7020113, 7020673, 7021319, 7022212, 7022648, 7022915, 7023423, 7023779, 7024242, 7026122, 7026187, 7027937, 7028451, 7028510, 7029113, 7029425, 7029898, 7029963, 7030482, 7030617, 7031321, 7031570, 7031920, 7032030, 7032511, 7032843, 7034003, 7036313]",32
1163,생수 총 사용양,생수총사용양,[7028764],1
1164,생연어,생연어,[7018515],1
1165,생연어 필렛,생연어필렛,[7030757],1
1166,생오리,생오리,[7036298],1
1167,생 오리고기,생오리고기,[7019699],1
1168,생와사비,생와사비,[7023736],1
1169,생 율무,생율무,[7021195],1
1170,생 취나물,생취나물,[7017745],1
1171,생콩가루,생콩가루,"[7017948, 7022387]",2
1172,생크림,생크림,"[7017042, 7017106, 7017537, 7017620, 7017952, 7018399, 7018516, 7018742, 7019371, 7019381, 7019996, 7020895, 7021045, 7021078, 7021210, 7021219, 7023132, 7023280, 7023404, 7023561, 7023568, 7024245, 7025097, 7025880, 7026025, 7026272, 7028141, 7028221, 7028564, 7028955, 7029081, 7030726, 7031400, 7031738, 7032111, 7034624, 7036410]",37
1173,생크림 우유,생크림우유,"[7021293, 7025522]",2
1174,생톳,생톳,[7017229],1
1175,생파래,생파래,[7022484],1
1176,생 파슬리 잎,생파슬리잎,[7035331],1
1177,생표고버섯,생표고버섯,"[7017811, 7019513]",2
1178,샤브샤브소스,샤브샤브소스,[7020113],1
1179,샤브샤브 육수,샤브샤브육수,[7023288],1
1180,샤브샤브육수 소스,샤브샤브육수소스,[7020113],1
1181,샤인머스캣,샤인머스캣,"[7017182, 7018056, 7019043, 7040988]",4
1182,샤인머스켓,샤인머스켓,"[7017413, 7019846]",2
1183,샬롯,샬롯,[7021106],1
1184,서리태,서리태,"[7018035, 7020561, 7023172, 7029908, 7032196]",5
1185,서리태불린 물,서리태불린물,[7020561],1
1186,선드라이토마토,선드라이토마토,[7029245],1
1187,선인장파우더,선인장파우더,[7025899],1
1188,선지,선지,[7017034],1
1189,설탕,설탕,"[7016817, 7016837, 7016842, 7016862, 7016868, 7016890, 7016922, 7016923, 7016926, 7016964, 7016972, 7017002, 7017004, 7017009, 7017014, 7017015, 7017021, 7017023, 7017039, 7017066, 7017084, 7017089, 7017096, 7017097, 7017130, 7017138, 7017171, 7017182, 7017210, 7017228, 7017276, 7017306, 7017327, 7017341, 7017361, 7017367, 7017382, 7017409, 7017410, 7017413, 7017432, 7017553, 7017558, 7017562, 7017579, 7017598, 7017602, 7017617, 7017643, 7017649, 7017655, 7017659, 7017664, 7017668, 7017675, 7017682, 7017692, 7017694, 7017695, 7017697, 7017702, 7017709, 7017714, 7017732, 7017745, 7017795, 7017810, 7017812, 7017830, 7017834, 7017838, 7017859, 7017864, 7017870, 7017878, 7017881, 7017890, 7017921, 7017933, 7017935, 7017943, 7017952, 7017959, 7017972, 7017978, 7018011, 7018012, 7018017, 7018022, 7018034, 7018056, 7018067, 7018069, 7018070, 7018087, 7018088, 7018093, 7018104, 7018111, 7018123, 7018129, 7018161, 7018162, 7018188, 7018199, 7018221, 7018237, 7018243, 7018252, 7018266, 7018269, 7018273, 7018278, 7018286, 7018293, 7018306, 7018314, 7018325, 7018337, 7018339, 7018347, 7018374, 7018390, 7018395, 7018428, 7018490, 7018491, 7018515, 7018530, 7018536, 7018552, 7018574, 7018576, 7018589, 7018593, 7018617, 7018621, 7018638, 7018673, 7018678, 7018710, 7018717, 7018729, 7018739, 7018741, 7018742, 7018762, 7018786, 7018795, 7018830, 7018846, 7018853, 7018861, 7018889, 7018892, 7018901, 7018913, 7018924, 7018927, 7018944, 7018956, 7018976, 7018980, 7018982, 7018996, 7019005, 7019014, 7019039, 7019060, 7019063, 7019073, 7019078, 7019083, 7019130, 7019179, 7019196, 7019199, 7019200, 7019203, 7019207, 7019209, 7019212, 7019214, 7019215, 7019227, 7019279, 7019281, 7019288, 7019302, 7019303, 7019315, 7019326, 7019362, 7019368, 7019389, 7019396, 7019405, 7019406, 7019422, 7019442, 7019443, 7019467, 7019468, 7019474, 7019485, 7019486, 7019496, 7019502, 7019503, 7019522, 7019526, 7019527, 7019543, 7019579, 7019580, 7019586, 7019594, 7019614, 7019631, 7019695, 7019698, 7019722, 7019729, 7019749, 7019750, 7019751, 7019753, 7019798, 7019810, 7019813, 7019827, 7019851, 7019886, 7019892, 7019922, 7019923, 7019945, 7019947, 7019956, 7019963, 7019969, 7019984, 7020024, 7020040, 7020067, 7020071, 7020075, 7020080, 7020081, 7020091, 7020094, 7020106, 7020109, 7020111, 7020114, 7020124, 7020125, 7020128, 7020171, 7020174, 7020179, 7020181, 7020183, 7020197, 7020217, 7020225, 7020229, 7020252, 7020264, 7020292, 7020298, 7020317, 7020331, 7020339, 7020386, 7020393, 7020398, 7020411, 7020418, 7020419, 7020423, 7020445, 7020447, 7020496, 7020503, 7020506, 7020508, 7020510, 7020518, 7020521, 7020525, 7020528, 7020538, 7020541, 7020559, 7020583, 7020594, 7020595, 7020605, 7020609, 7020652, 7020665, 7020667, 7020672, 7020713, 7020741, 7020748, 7020779, 7020782, 7020798, 7020829, 7020830, 7020841, 7020842, 7020849, 7020864, 7020883, 7020895, 7020936, 7020937, 7020968, 7020989, 7021010, 7021028, 7021066, 7021070, 7021079, 7021092, 7021110, 7021143, 7021158, 7021161, 7021162, 7021166, 7021184, 7021186, 7021194, 7021211, 7021219, 7021224, 7021230, 7021231, 7021262, 7021263, 7021271, 7021278, 7021282, 7021297, 7021303, 7021308, 7021319, 7021349, 7021351, 7021359, 7021366, 7021367, 7021382, 7021403, 7021407, 7021436, 7021453, 7021461, 7021462, 7021469, 7021479, 7021491, 7021496, 7021510, 7021512, 7021525, 7021532, 7021536, 7021569, 7021574, 7021593, 7021598, 7021599, 7021601, 7021620, 7021645, 7021652, 7021661, 7021667, 7021674, 7021678, 7021718, 7021840, 7021874, 7021875, 7021881, 7021882, 7021883, 7021884, 7021889, 7021925, 7021927, 7021971, 7021979, 7022072, 7022085, 7022117, 7022121, 7022151, 7022165, 7022168, 7022184, 7022205, 7022220, 7022229, 7022233, 7022247, 7022266, 7022279, 7022301, 7022329, 7022332, 7022350, 7022356, 7022364, 7022365, 7022434, 7022442, 7022445, 7022465, 7022489, 7022498, 7022512, 7022521, 7022542, 7022569, 7022576, 7022602, 7022610, 7022624, 7022630, 7022633, 7022665, 7022675, 7022684, 7022690, 7022695, 7022705, 7022716, 7022731, 7022740, 7022769, 7022790, 7022793, 7022858, 7022899, 7022900, 7022915, 7022933, 7022937, 7023005, 7023043, 7023050, 7023063, 7023077, 7023078, 7023132, 7023166, 7023224, 7023244, 7023247, 7023252, 7023263, 7023280, 7023282, 7023311, 7023352, 7023359, 7023389, 7023395, 7023398, 7023416, 7023431, 7023453, 7023493, 7023508, 7023509, 7023561, 7023570, 7023576, 7023580, 7023596, 7023625, 7023639, 7023640, 7023644, 7023676, 7023748, 7023754, 7023756, 7023762, 7023839, 7023883, 7023902, 7023915, 7023918, 7023925, 7023953, 7023992, 7024045, 7024109, 7024115, 7024119, 7024130, 7024137, 7024162, 7024201, 7024208, 7024211, 7024248, 7024273, 7024299, 7024305, 7024340, 7024341, 7024354, 7024375, 7024426, 7024441, 7024442, 7024475, 7024494, 7024512, 7024515, 7024545, 7024547, 7024553, 7024609, 7024622, 7024632, 7024633, 7024655, 7024684, 7024692, 7024705, 7024709, 7024814, 7024842, 7024846, 7024855, 7024887, 7024892, 7024896, 7024922, 7024950, 7024961, 7025019, 7025023, 7025027, 7025040, 7025042, 7025044, 7025046, 7025078, 7025079, 7025085, 7025086, 7025097, 7025100, 7025102, 7025110, 7025117, 7025118, 7025168, 7025181, 7025183, 7025189, 7025195, 7025261, 7025262, 7025286, 7025309, 7025310, 7025348, 7025366, 7025373, 7025375, 7025401, 7025403, 7025419, 7025424, 7025437, 7025589, 7025591, 7025599, 7025609, 7025679, 7025686, 7025690, 7025703, 7025718, 7025744, 7025746, 7025810, 7025838, 7025856, 7025880, 7025890, 7025891, 7025922, 7025934, 7025965, 7025988, 7025998, 7026012, 7026035, 7026049, 7026064, 7026122, 7026137, 7026150, 7026181, 7026187, 7026188, 7026218, 7026245, 7026292, 7026299, 7026347, 7026354, 7026371, 7026395, 7026411, 7026439, 7026460, 7026475, 7026552, 7026555, 7026571, 7026604, 7026611, 7026641, 7026642, 7026653, 7026655, 7026662, 7026666, 7026668, 7026701, 7026762, 7026776, 7026787, 7026793, 7026852, 7026862, 7026873, 7026894, 7026921, 7026935, 7026972, 7026987, 7026989, 7027002, 7027014, 7027024, 7027049, 7027086, 7027089, 7027097, 7027112, 7027134, 7027150, 7027217, 7027235, 7027277, 7027281, 7027282, 7027290, 7027330, 7027340, 7027361, 7027393, 7027394, 7027458, 7027464, 7027470, 7027499, 7027519, 7027522, 7027536, 7027545, 7027558, 7027560, 7027565, 7027576, 7027589, 7027626, 7027642, 7027662, 7027669, 7027681, 7027706, 7027719, 7027731, 7027746, 7027754, 7027755, 7027778, 7027835, 7027851, 7027916, 7027928, 7027946, 7027997, 7028007, 7028080, 7028104, 7028130, 7028151, 7028173, 7028185, 7028206, 7028248, 7028270, 7028276, 7028288, 7028324, 7028326, 7028329, 7028351, 7028364, 7028386, 7028388, 7028409, 7028414, 7028418, 7028427, 7028479, 7028480, 7028513, 7028516, 7028555, 7028564, 7028570, 7028588, 7028627, 7028639, 7028655, 7028683, 7028702, 7028710, 7028713, 7028736, 7028784, 7028804, 7028806, 7028812, 7028892, 7028897, 7028901, 7028978, 7028987, 7029022, 7029025, 7029072, 7029104, 7029118, 7029131, 7029150, 7029151, 7029159, 7029162, 7029174, 7029175, 7029176, 7029181, 7029198, 7029204, 7029209, 7029234, 7029254, 7029292, 7029294, 7029300, 7029315, 7029341, 7029385, 7029388, 7029389, 7029392, 7029407, 7029430, 7029437, 7029451, 7029486, 7029631, 7029655, 7029658, 7029686, 7029767, 7029804, 7029812, 7029840, 7029844, 7029877, 7029891, 7029895, 7029904, 7029913, 7029958, 7029984, 7029987, 7030000, 7030046, 7030055, 7030065, 7030072, 7030132, 7030140, 7030148, 7030188, 7030191, 7030227, 7030238, 7030242, 7030280, 7030303, 7030317, 7030343, 7030368, 7030379, 7030384, 7030387, 7030389, 7030415, 7030507, 7030539, 7030540, 7030553, 7030589, 7030659, 7030671, 7030688, 7030701, 7030707, 7030761, 7030834, 7030853, 7030859, 7030896, 7030916, 7030961, 7031055, 7031057, 7031064, 7031104, 7031128, 7031227, 7031254, 7031279, 7031318, 7031321, 7031341, 7031342, 7031345, 7031348, 7031356, 7031399, 7031403, 7031406, 7031407, 7031438, 7031471, 7031472, 7031507, 7031528, 7031535, 7031536, 7031537, 7031646, 7031650, 7031744, 7031756, 7031817, 7031818, 7031836, 7031884, 7031885, 7031897, 7031960, 7032030, 7032042, 7032079, 7032092, 7032133, 7032196, 7032241, 7032290, 7032299, 7032334, 7032375, 7032380, 7032449, 7032652, 7032677, 7032843, 7032853, 7032886, 7032961, 7033026, 7033092, 7033208, 7033237, 7033257, 7033302, 7033333, 7033352, 7033354, 7033355, 7033358, 7033405, 7033433, 7033492, 7033599, 7033659, 7033670, 7033840, 7033892, 7034045, 7034101, 7034112, 7034135, 7034277, 7034313, 7034316, 7034386, 7034464, 7034484, 7034489, 7034514, 7034535, 7034585, 7034624, 7034626, 7034706, 7034821, 7034893, 7034945, 7035014, 7035079, 7035091, 7035119, 7035239, 7035246, 7035258, 7035396, 7035417, 7035433, 7035476, 7035511, 7035542, 7035545, 7035581, 7035597, 7035665, 7035684, 7035725, 7035727, 7035738, 7035781, 7035783, 7035824, 7035826, 7035850, 7035921, 7035971, 7036041, 7036104, 7036298, 7036323, 7036333, 7036368, 7036410, 7036430, 7036433, 7036504, 7036571, 7036666, 7036692, 7036737, 7036810, 7036832, 7036904, 7037021, 7037096, 7037175, 7037306, 7037340, 7037576, 7037823, 7037848, 7037872, 7038089, 7038158, 7038509, 7038534, 7038629, 7038686, 7038700, 7038843, 7038897, 7039727, 7040047, 7040587, 7040738]",1009
1190,설탕시럽,설탕시럽,"[7019066, 7025441]",2
1191,성게알,성게알,[7017989],1
1192,세발나물,세발나물,"[7019967, 7023477]",2
1193,셀러리,셀러리,[7024145],1
1194,소갈비,소갈비,"[7017735, 7019019, 7034112]",3
1195,소갈비살,소갈비살,[7020075],1
1196,소갈비양념,소갈비양념,"[7017960, 7018042]",2
1197,소고기,소고기,"[7017084, 7017330, 7017526, 7017959, 7018013, 7018023, 7018252, 7018332, 7018398, 7018506, 7018572, 7019042, 7019296, 7019364, 7019402, 7019505, 7019543, 7019553, 7019735, 7020039, 7020106, 7020113, 7020180, 7020402, 7021084, 7021205, 7021434, 7021482, 7021521, 7022205, 7022215, 7022229, 7022381, 7023264, 7023509, 7023698, 7024033, 7024340, 7024378, 7024442, 7024475, 7025002, 7025168, 7027764, 7027913, 7028155, 7028399, 7029028, 7030046, 7031642, 7032237, 7033715, 7034897]",53
1198,소고기 갈비살,소고기갈비살,[7030659],1
1199,소고기 구이용,소고기구이용,[7026406],1
1200,소고기 국거리,소고기국거리,"[7019883, 7025402, 7027077, 7033640]",4
1201,소고기 국거리용,소고기국거리용,"[7017865, 7019623, 7028974, 7029415]",4
1202,소고기 낙엽살,소고기낙엽살,[7020030],1
1203,소고기다시다,소고기다시다,"[7017881, 7018293, 7018636, 7018661, 7018791, 7018913, 7019073, 7019353, 7019883, 7020102, 7020181, 7020549, 7021504, 7024669, 7024939, 7025890, 7027136, 7030072, 7031227, 7035119, 7036571, 7037290, 7038158]",23
1204,소고기다짐육,소고기다짐육,"[7016824, 7016837, 7017598, 7017960, 7017981, 7018452, 7018638, 7019974, 7019996, 7020048, 7020111, 7020509, 7020591, 7020848, 7020849, 7020924, 7021622, 7022298, 7023166, 7024201, 7024545, 7026439, 7031732, 7032241, 7034196, 7034273]",26
1205,소고기 등심,소고기등심,"[7023722, 7030595]",2
1206,소고기볶음 고추장,소고기볶음고추장,[7018317],1
1207,소고기 불고기,소고기불고기,"[7020954, 7024697, 7027524]",3
1208,소고기 불고기감,소고기불고기감,[7017450],1
1209,소고기 불고기용,소고기불고기용,"[7019433, 7019729, 7021430, 7021512, 7024622, 7024855, 7027642, 7029202, 7029840, 7031920]",10
1210,소고기 불고깃감,소고기불고깃감,[7029437],1
1211,소고기 사태,소고기사태,"[7025083, 7027662]",2
1212,소고기 사태살,소고기사태살,[7029686],1
1213,소고기 샤브용,소고기샤브용,"[7017079, 7017655, 7021410, 7027824]",4
1214,소고기 소보로,소고기소보로,[7019785],1
1215,소고기 스지,소고기스지,[7022045],1
1216,소고기아롱사태,소고기아롱사태,[7024961],1
1217,소고기 안심,소고기안심,"[7027112, 7040988]",2
1218,소고기앞다리살,소고기앞다리살,[7023756],1
1219,소고기 양지,소고기양지,"[7017296, 7018617, 7020097, 7023713, 7025415, 7028846, 7029576, 7032183, 7032246]",9
1220,소고기 양지 샤브샤브용,소고기양지샤브샤브용,[7027545],1
1221,소고기 양지 샤브용,소고기양지샤브용,[7018663],1
1222,소고기 우둔살,소고기우둔살,"[7019604, 7020652]",2
1223,소고기 우삼겹,소고기우삼겹,[7023625],1
1224,소고기 육전용 부채살,소고기육전용부채살,[7019555],1
1225,소고기 육회용,소고기육회용,[7018034],1
1226,소고기 잡채용,소고기잡채용,[7017183],1
1227,소고기 차돌박이,소고기차돌박이,[7020559],1
1228,소고기 홍두깨살,소고기홍두깨살,"[7022518, 7035684]",2
1229,소고리,소고리,[7023820],1
